id,user_id,post_id,message,commented_at,created_at,updated_at
5502,29,2232,"Pardon me for breathing, which I never do anyway so I don't know why I bother to say it, Oh God, I'm so depressed.",2017-11-05 04:33:50.000000,2017-11-21 00:40:59.573250,2017-11-21 00:40:59.573250
5503,1,2234,Pie. Whoever invented the pie? Here was a great person.,2017-10-10 20:01:35.000000,2017-11-21 00:40:59.590242,2017-11-21 00:40:59.590242
5504,39,2235,You Betta Work,2017-10-18 20:41:29.000000,2017-11-21 00:40:59.599429,2017-11-21 00:40:59.599429
5505,21,2235,Black as midnight on a moonless night.,2017-10-13 11:05:42.000000,2017-11-21 00:40:59.603837,2017-11-21 00:40:59.603837
5506,36,2235,Bring Back My Girls,2017-10-15 14:34:38.000000,2017-11-21 00:40:59.608723,2017-11-21 00:40:59.608723
5507,48,2235,There's only one life-form as intelligent as me within thirty parsecs of here and that's me.,2017-10-14 17:37:58.000000,2017-11-21 00:40:59.613419,2017-11-21 00:40:59.613419
5508,7,2236,"It is the unknown we fear when we look upon death and darkness, nothing more.",2017-10-29 02:25:28.000000,2017-11-21 00:40:59.632072,2017-11-21 00:40:59.632072
5509,49,2236,"You're a wizard, Harry.",2017-10-28 13:20:17.000000,2017-11-21 00:40:59.636634,2017-11-21 00:40:59.636634
5510,33,2238,"If there's anything more important than my ego around, I want it caught and shot now.",2017-09-07 17:02:56.000000,2017-11-21 00:40:59.653610,2017-11-21 00:40:59.653610
5511,44,2238,Happiness can be found even in the darkest of times if only one remembers to turn on the light.,2017-09-08 10:40:33.000000,2017-11-21 00:40:59.658365,2017-11-21 00:40:59.658365
5512,47,2239,Don't Be Jealous Of My Boogie,2017-09-30 21:22:21.000000,2017-11-21 00:40:59.668008,2017-11-21 00:40:59.668008
5513,50,2239,Dark and difficult times lie ahead. Soon we must all face the choice between what is right and what is easy.,2017-10-01 05:06:51.000000,2017-11-21 00:40:59.673261,2017-11-21 00:40:59.673261
5514,30,2239,"Through the darkness of future's past, the magician longs to see. One chants out between two worlds... ""Fire... walk with me.""",2017-09-27 21:05:51.000000,2017-11-21 00:40:59.677337,2017-11-21 00:40:59.677337
5515,7,2241,We’ve all got both light and dark inside us. What matters is the part we choose to act on. That’s who we really are.,2017-09-23 02:23:37.000000,2017-11-21 00:40:59.694612,2017-11-21 00:40:59.694612
5516,31,2241,"You think you've got problems? What are you supposed to do if you are a manically depressed robot? No, don't try to answer that. I'm fifty thousand times more intelligent than you and even I don't know the answer. It gives me a headache just trying to think down to your level.",2017-09-22 13:33:58.000000,2017-11-21 00:40:59.699021,2017-11-21 00:40:59.699021
5517,24,2241,"Will this sadness that makes me cry my heart out — will it ever end? The answer, of course, is yes. One day the sadness will end.",2017-09-20 13:41:45.000000,2017-11-21 00:40:59.703991,2017-11-21 00:40:59.703991
5518,45,2241,You Betta Work,2017-09-20 06:51:52.000000,2017-11-21 00:40:59.708759,2017-11-21 00:40:59.708759
5519,6,2243,"It takes a great deal of bravery to stand up to our enemies, but just as much to stand up to our friends.",2017-10-02 02:04:32.000000,2017-11-21 00:40:59.724829,2017-11-21 00:40:59.724829
5520,10,2244,"Will this sadness that makes me cry my heart out — will it ever end? The answer, of course, is yes. One day the sadness will end.",2017-10-28 07:32:48.000000,2017-11-21 00:40:59.735417,2017-11-21 00:40:59.735417
5521,10,2245,"Will this sadness that makes me cry my heart out — will it ever end? The answer, of course, is yes. One day the sadness will end.",2017-11-18 20:23:24.000000,2017-11-21 00:40:59.749280,2017-11-21 00:40:59.749280
5522,19,2246,"When The Going Gets Tough, The Tough Reinvent",2017-09-16 02:16:26.000000,2017-11-21 00:40:59.759302,2017-11-21 00:40:59.759302
5523,10,2246,You may think I've gone insane... but I promise. I will kill again.,2017-09-16 16:17:10.000000,2017-11-21 00:40:59.763672,2017-11-21 00:40:59.763672
5524,6,2246,"Harry, suffering like this proves you are still a man! This pain is part of being human … the fact that you can feel pain like this is your greatest strength.",2017-09-14 00:48:55.000000,2017-11-21 00:40:59.768570,2017-11-21 00:40:59.768570
5525,50,2247,"If you want to know what a man’s like, take a good look at how he treats his inferiors, not his equals.",2017-10-01 13:09:47.000000,2017-11-21 00:40:59.779477,2017-11-21 00:40:59.779477
5526,14,2247,Pie. Whoever invented the pie? Here was a great person.,2017-09-28 21:05:23.000000,2017-11-21 00:40:59.785603,2017-11-21 00:40:59.785603
5527,14,2247,"Harry, is that bag smiling?",2017-10-05 12:58:32.000000,2017-11-21 00:40:59.790461,2017-11-21 00:40:59.790461
5528,15,2247,Silence...I've made my decision,2017-10-02 15:45:14.000000,2017-11-21 00:40:59.795451,2017-11-21 00:40:59.795451
5529,20,2247,I don't wanna talk. I wanna shoot.,2017-09-29 05:44:30.000000,2017-11-21 00:40:59.800126,2017-11-21 00:40:59.800126
5530,48,2248,"Curiously enough, the only thing that went through the mind of the bowl of petunias as it fell was Oh no, not again.",2017-10-24 05:04:05.000000,2017-11-21 00:40:59.811827,2017-11-21 00:40:59.811827
5531,23,2249,Lip-Sync for Your Life,2017-11-19 00:56:28.000000,2017-11-21 00:40:59.823376,2017-11-21 00:40:59.823376
5532,11,2249,"Things we lose have a way of coming back to us in the end, if not always in the way we expect.",2017-11-14 07:55:59.000000,2017-11-21 00:40:59.827602,2017-11-21 00:40:59.827602
5533,40,2249,"Shante, Shante, Shante",2017-11-15 01:29:52.000000,2017-11-21 00:40:59.834673,2017-11-21 00:40:59.834673
5534,3,2251,I won't enjoy it.,2017-11-09 06:17:43.000000,2017-11-21 00:40:59.848176,2017-11-21 00:40:59.848176
5535,12,2251,there’s an infinite number of monkeys outside who want to talk to us about this script for Hamlet they’ve worked out.,2017-11-07 12:31:28.000000,2017-11-21 00:40:59.852717,2017-11-21 00:40:59.852717
5536,5,2251,Black as midnight on a moonless night.,2017-11-11 16:10:51.000000,2017-11-21 00:40:59.857837,2017-11-21 00:40:59.857837
5537,25,2251,"No story lives unless someone wants to listen. The stories we love best do live in us forever. So whether you come back by page or by the big screen, Hogwarts will always be there to welcome you home.",2017-11-10 11:44:22.000000,2017-11-21 00:40:59.861903,2017-11-21 00:40:59.861903
5538,13,2252,"We could all have been killed - or worse, expelled.",2017-10-07 14:52:46.000000,2017-11-21 00:40:59.873625,2017-11-21 00:40:59.873625
5539,13,2252,"We could all have been killed - or worse, expelled.",2017-10-09 03:53:24.000000,2017-11-21 00:40:59.879012,2017-11-21 00:40:59.879012
5540,50,2252,"Words are in my not-so-humble opinion, the most inexhaustible form of magic we have, capable both of inflicting injury and remedying it.",2017-10-09 15:07:38.000000,2017-11-21 00:40:59.884305,2017-11-21 00:40:59.884305
5541,30,2253,The owls are not what they seem.,2017-11-14 07:08:52.000000,2017-11-21 00:40:59.895776,2017-11-21 00:40:59.895776
5542,4,2253,Hello Hello Hello!,2017-11-12 03:31:59.000000,2017-11-21 00:40:59.900678,2017-11-21 00:40:59.900678
5543,15,2253,"Shante, Shante, Shante",2017-11-12 10:45:04.000000,2017-11-21 00:40:59.905761,2017-11-21 00:40:59.905761
5544,45,2253,Hello Hello Hello!,2017-11-19 03:46:06.000000,2017-11-21 00:40:59.909964,2017-11-21 00:40:59.909964
5545,8,2254,"That's Funny, Tell Another One",2017-10-15 00:39:16.000000,2017-11-21 00:40:59.920491,2017-11-21 00:40:59.920491
5546,9,2254,"You're a wizard, Harry.",2017-10-08 04:54:37.000000,2017-11-21 00:40:59.925220,2017-11-21 00:40:59.925220
5547,32,2254,Silence...I've made my decision,2017-10-09 08:44:07.000000,2017-11-21 00:40:59.929761,2017-11-21 00:40:59.929761
5548,40,2254,"Shante, You Stay",2017-10-10 21:56:37.000000,2017-11-21 00:40:59.934983,2017-11-21 00:40:59.934983
5549,15,2254,"When The Going Gets Tough, The Tough Reinvent",2017-10-10 19:07:37.000000,2017-11-21 00:40:59.940745,2017-11-21 00:40:59.940745
5550,27,2257,"If you want to know what a man’s like, take a good look at how he treats his inferiors, not his equals.",2017-11-01 18:33:24.000000,2017-11-21 00:40:59.961371,2017-11-21 00:40:59.961371
5551,19,2257,Silence...I've made my decision,2017-11-04 16:31:53.000000,2017-11-21 00:40:59.965411,2017-11-21 00:40:59.965411
5552,21,2257,That gum you like is going to come back in style.,2017-11-07 00:57:00.000000,2017-11-21 00:40:59.970383,2017-11-21 00:40:59.970383
5553,15,2258,Lip-Sync for Your Life,2017-10-26 22:06:55.000000,2017-11-21 00:40:59.981424,2017-11-21 00:40:59.981424
5554,16,2259,42,2017-11-17 01:43:51.000000,2017-11-21 00:40:59.991539,2017-11-21 00:40:59.991539
5555,34,2259,"On the planet Earth, man had always assumed that he was more intelligent than dolphins because he had achieved so much—the wheel, New York, wars and so on—whilst all the dolphins had ever done was muck about in the water having a good time. But conversely, the dolphins had always believed that they were far more intelligent than man—for precisely the same reasons.",2017-11-21 12:04:24.000000,2017-11-21 00:40:59.996003,2017-11-21 00:40:59.996003
5556,8,2260,Life Is About Using The Whole Box Of Crayons,2017-09-20 09:43:25.000000,2017-11-21 00:41:00.007071,2017-11-21 00:41:00.007071
5557,34,2260,"You think you've got problems? What are you supposed to do if you are a manically depressed robot? No, don't try to answer that. I'm fifty thousand times more intelligent than you and even I don't know the answer. It gives me a headache just trying to think down to your level.",2017-09-26 10:30:39.000000,2017-11-21 00:41:00.011655,2017-11-21 00:41:00.011655
5558,42,2260,He was staring at the instruments with the air of one who is trying to convert Fahrenheit to centigrade in his head while his house is burning down.,2017-09-23 02:49:45.000000,2017-11-21 00:41:00.016357,2017-11-21 00:41:00.016357
5559,31,2260,Don’t Panic,2017-09-24 22:19:15.000000,2017-11-21 00:41:00.022317,2017-11-21 00:41:00.022317
5560,12,2261,Life? Don't talk to me about life.,2017-09-29 06:54:33.000000,2017-11-21 00:41:00.034360,2017-11-21 00:41:00.034360
5561,28,2261,They’ve got as much sex appeal as a road accident.,2017-09-27 08:23:17.000000,2017-11-21 00:41:00.038822,2017-11-21 00:41:00.038822
5562,32,2261,Bring Back My Girls,2017-09-25 04:59:42.000000,2017-11-21 00:41:00.042917,2017-11-21 00:41:00.042917
5563,3,2261,"Pardon me for breathing, which I never do anyway so I don't know why I bother to say it, Oh God, I'm so depressed.",2017-09-24 18:30:00.000000,2017-11-21 00:41:00.048383,2017-11-21 00:41:00.048383
5564,16,2262,They’ve got as much sex appeal as a road accident.,2017-10-10 22:35:20.000000,2017-11-21 00:41:00.058589,2017-11-21 00:41:00.058589
5565,19,2263,Silence...I've made my decision,2017-11-08 05:52:36.000000,2017-11-21 00:41:00.068861,2017-11-21 00:41:00.068861
5566,12,2263,"...they discovered only a small asteroid inhabited by a solitary old man who claimed repeatedly that nothing was true, though he was later discovered to be lying.",2017-11-14 01:45:00.000000,2017-11-21 00:41:00.073641,2017-11-21 00:41:00.073641
5567,35,2263,There's only one life-form as intelligent as me within thirty parsecs of here and that's me.,2017-11-07 23:19:07.000000,2017-11-21 00:41:00.078764,2017-11-21 00:41:00.078764
5568,11,2263,"Of course it is happening inside your head, Harry, but why on Earth should that mean that it is not real?",2017-11-07 21:59:47.000000,2017-11-21 00:41:00.084085,2017-11-21 00:41:00.084085
5569,13,2263,It does not do to dwell on dreams and forget to live.,2017-11-09 01:07:14.000000,2017-11-21 00:41:00.089191,2017-11-21 00:41:00.089191
5570,2,2264,"According to the legends, the Magratheans lived most of their lives underground.",2017-10-18 23:40:57.000000,2017-11-21 00:41:00.099971,2017-11-21 00:41:00.099971
5571,5,2265,How's Annie? How's Annie? How's Annie?,2017-09-30 16:47:50.000000,2017-11-21 00:41:00.110611,2017-11-21 00:41:00.110611
5572,24,2265,Do you want to know what the ultimate secret is? Laura did. The secret of knowing who killed you.,2017-10-01 17:39:15.000000,2017-11-21 00:41:00.115359,2017-11-21 00:41:00.115359
5573,50,2266,Happiness can be found even in the darkest of times if only one remembers to turn on the light.,2017-10-12 05:28:23.000000,2017-11-21 00:41:00.125089,2017-11-21 00:41:00.125089
5574,7,2266,We’ve all got both light and dark inside us. What matters is the part we choose to act on. That’s who we really are.,2017-10-17 14:21:51.000000,2017-11-21 00:41:00.129632,2017-11-21 00:41:00.129632
5575,33,2266,"Here I am, brain the size of a planet, and they tell me to take you up to the bridge. Call that job satisfaction? 'Cos I don't.",2017-10-14 23:54:39.000000,2017-11-21 00:41:00.134531,2017-11-21 00:41:00.134531
5576,19,2266,Just Between Us Squirrel Friends,2017-10-11 05:32:58.000000,2017-11-21 00:41:00.139564,2017-11-21 00:41:00.139564
5577,24,2266,"Harry, is that bag smiling?",2017-10-16 09:03:33.000000,2017-11-21 00:41:00.144504,2017-11-21 00:41:00.144504
5578,23,2268,"Shante, You Stay",2017-10-04 20:24:18.000000,2017-11-21 00:41:00.161716,2017-11-21 00:41:00.161716
5579,10,2268,J'ai une âme solitaire.,2017-10-03 07:54:18.000000,2017-11-21 00:41:00.166613,2017-11-21 00:41:00.166613
5580,45,2268,Don't Be Jealous Of My Boogie,2017-10-03 07:36:24.000000,2017-11-21 00:41:00.174493,2017-11-21 00:41:00.174493
5581,29,2268,there’s an infinite number of monkeys outside who want to talk to us about this script for Hamlet they’ve worked out.,2017-10-03 00:31:42.000000,2017-11-21 00:41:00.178826,2017-11-21 00:41:00.178826
5582,20,2269,"COOPER, YOU REMIND ME TODAY OF A SMALL MEXICAN CHIHUAHUA.",2017-09-25 23:24:36.000000,2017-11-21 00:41:00.192927,2017-11-21 00:41:00.192927
5583,6,2270,After all this time? Always.,2017-10-01 00:23:27.000000,2017-11-21 00:41:00.203893,2017-11-21 00:41:00.203893
5584,13,2270,"Of course it is happening inside your head, Harry, but why on Earth should that mean that it is not real?",2017-10-03 14:46:23.000000,2017-11-21 00:41:00.208964,2017-11-21 00:41:00.208964
5585,32,2271,Life Is About Using The Whole Box Of Crayons,2017-10-29 15:25:02.000000,2017-11-21 00:41:00.220016,2017-11-21 00:41:00.220016
5586,18,2271,"Where we're from, the birds sing a pretty song, and there's always music in the air.",2017-10-28 17:22:14.000000,2017-11-21 00:41:00.225816,2017-11-21 00:41:00.225816
5587,26,2272,"No story lives unless someone wants to listen. The stories we love best do live in us forever. So whether you come back by page or by the big screen, Hogwarts will always be there to welcome you home.",2017-09-25 20:53:35.000000,2017-11-21 00:41:00.239610,2017-11-21 00:41:00.239610
5588,40,2273,"That's Funny, Tell Another One",2017-11-22 16:05:32.000000,2017-11-21 00:41:00.250942,2017-11-21 00:41:00.250942
5589,40,2273,Life Is About Using The Whole Box Of Crayons,2017-11-18 05:23:08.000000,2017-11-21 00:41:00.255941,2017-11-21 00:41:00.255941
5590,47,2274,"Shante, You Stay",2017-11-11 13:34:38.000000,2017-11-21 00:41:00.265847,2017-11-21 00:41:00.265847
5591,14,2275,YOU ARE WITNESSING A FRONT THREE-QUARTER VIEW OF TWO ADULTS SHARING A TENDER MOMENT,2017-09-27 10:28:42.000000,2017-11-21 00:41:00.276883,2017-11-21 00:41:00.276883
5592,18,2275,"Where we're from, the birds sing a pretty song, and there's always music in the air.",2017-10-02 14:43:38.000000,2017-11-21 00:41:00.281421,2017-11-21 00:41:00.281421
5593,7,2275,"Words are in my not-so-humble opinion, the most inexhaustible form of magic we have, capable both of inflicting injury and remedying it.",2017-09-26 09:48:14.000000,2017-11-21 00:41:00.285989,2017-11-21 00:41:00.285989
5594,35,2276,"Curiously enough, the only thing that went through the mind of the bowl of petunias as it fell was Oh no, not again.",2017-09-25 12:33:42.000000,2017-11-21 00:41:00.297986,2017-11-21 00:41:00.297986
5595,31,2277,"Whatever your tastes, Magrathea can cater for you. We are not proud.",2017-11-14 04:27:58.000000,2017-11-21 00:41:00.309266,2017-11-21 00:41:00.309266
5596,48,2277,"I wish you'd just tell me rather trying to engage my enthusiasm, because I haven't got one.",2017-11-09 11:02:52.000000,2017-11-21 00:41:00.314074,2017-11-21 00:41:00.314074
5597,15,2277,"Shante, Shante, Shante",2017-11-16 16:00:13.000000,2017-11-21 00:41:00.319429,2017-11-21 00:41:00.319429
5598,26,2280,"No story lives unless someone wants to listen. The stories we love best do live in us forever. So whether you come back by page or by the big screen, Hogwarts will always be there to welcome you home.",2017-11-11 14:37:25.000000,2017-11-21 00:41:00.341227,2017-11-21 00:41:00.341227
5599,1,2280,I have no idea where this will lead us. But I have a definite feeling it will be a place both wonderful and strange.,2017-11-10 03:34:33.000000,2017-11-21 00:41:00.345492,2017-11-21 00:41:00.345492
5600,37,2280,"You're a wizard, Harry.",2017-11-15 15:07:03.000000,2017-11-21 00:41:00.350735,2017-11-21 00:41:00.350735
5601,27,2281,"It is the unknown we fear when we look upon death and darkness, nothing more.",2017-09-20 06:24:33.000000,2017-11-21 00:41:00.423258,2017-11-21 00:41:00.423258
5602,14,2281,"Audrey, there are many cures for a broken heart. But nothing quite like a trout's leap in the moonlight.",2017-09-17 21:44:41.000000,2017-11-21 00:41:00.427493,2017-11-21 00:41:00.427493
5603,28,2282,"I wish you'd just tell me rather trying to engage my enthusiasm, because I haven't got one.",2017-10-17 19:41:30.000000,2017-11-21 00:41:00.439608,2017-11-21 00:41:00.439608
5604,36,2282,"Shante, You Stay",2017-10-20 15:29:57.000000,2017-11-21 00:41:00.444425,2017-11-21 00:41:00.444425
5605,24,2282,Sometimes jokes are welcome. Like the one about the kid who said: "I enjoyed school. It was just the principal of the thing.",2017-10-21 10:22:22.000000,2017-11-21 00:41:00.449264,2017-11-21 00:41:00.449264
5606,22,2282,"When The Going Gets Tough, The Tough Reinvent",2017-10-18 17:09:46.000000,2017-11-21 00:41:00.455396,2017-11-21 00:41:00.455396
5607,40,2283,Hello Hello Hello!,2017-09-12 00:38:11.000000,2017-11-21 00:41:00.465101,2017-11-21 00:41:00.465101
5608,13,2283,We’ve all got both light and dark inside us. What matters is the part we choose to act on. That’s who we really are.,2017-09-13 21:04:32.000000,2017-11-21 00:41:00.470542,2017-11-21 00:41:00.470542
5609,8,2283,Put The Bass In Your Walk,2017-09-10 03:53:06.000000,2017-11-21 00:41:00.475289,2017-11-21 00:41:00.475289
5610,11,2283,After all this time? Always.,2017-09-12 20:39:47.000000,2017-11-21 00:41:00.479834,2017-11-21 00:41:00.479834
5611,13,2284,"It is our choices, Harry, that show what we truly are, far more than our abilities.",2017-10-25 23:41:30.000000,2017-11-21 00:41:00.490340,2017-11-21 00:41:00.490340
5612,45,2285,Let the music play,2017-11-18 03:24:30.000000,2017-11-21 00:41:00.501091,2017-11-21 00:41:00.501091
5613,16,2285,"I wish you'd just tell me rather trying to engage my enthusiasm, because I haven't got one.",2017-11-24 22:43:55.000000,2017-11-21 00:41:00.507541,2017-11-21 00:41:00.507541
5614,2,2285,if you’ve never been through a matter transference beam before you’ve probably lost some salt and protein. The beer you had should have cushioned your system a bit.,2017-11-22 13:53:46.000000,2017-11-21 00:41:00.512314,2017-11-21 00:41:00.512314
5615,50,2285,"It takes a great deal of bravery to stand up to our enemies, but just as much to stand up to our friends.",2017-11-17 09:46:50.000000,2017-11-21 00:41:00.519928,2017-11-21 00:41:00.519928
5616,38,2286,Get Out Your Library Cards,2017-10-30 22:30:28.000000,2017-11-21 00:41:00.530872,2017-11-21 00:41:00.530872
5617,33,2286,"I wish you'd just tell me rather trying to engage my enthusiasm, because I haven't got one.",2017-10-31 08:24:49.000000,2017-11-21 00:41:00.535785,2017-11-21 00:41:00.535785
5618,16,2286,"Will you open up the exit hatch, please, computer?",2017-10-29 02:52:33.000000,2017-11-21 00:41:00.540650,2017-11-21 00:41:00.540650
5619,12,2287,Don’t Panic,2017-11-09 19:57:47.000000,2017-11-21 00:41:00.553091,2017-11-21 00:41:00.553091
5620,30,2288,"Every day, once a day, give yourself a present.",2017-10-07 15:36:26.000000,2017-11-21 00:41:00.562676,2017-11-21 00:41:00.562676
5621,15,2288,"You're Born Naked, The Rest Is Drag",2017-10-04 08:23:39.000000,2017-11-21 00:41:00.566661,2017-11-21 00:41:00.566661
5622,35,2288,42,2017-10-07 01:29:56.000000,2017-11-21 00:41:00.570839,2017-11-21 00:41:00.570839
5623,8,2290,You Betta Work,2017-10-29 16:34:14.000000,2017-11-21 00:41:00.584899,2017-11-21 00:41:00.584899
5624,4,2290,Put The Bass In Your Walk,2017-10-30 20:13:47.000000,2017-11-21 00:41:00.590131,2017-11-21 00:41:00.590131
5625,11,2290,Just because you have the emotional range of a teaspoon doesn’t mean we all have.,2017-11-01 14:15:20.000000,2017-11-21 00:41:00.594651,2017-11-21 00:41:00.594651
5626,8,2293,"Shante, You Stay",2017-11-10 04:27:21.000000,2017-11-21 00:41:00.615293,2017-11-21 00:41:00.615293
5627,6,2293,"No story lives unless someone wants to listen. The stories we love best do live in us forever. So whether you come back by page or by the big screen, Hogwarts will always be there to welcome you home.",2017-11-04 15:08:14.000000,2017-11-21 00:41:00.620824,2017-11-21 00:41:00.620824
5628,15,2293,"That's Funny, Tell Another One",2017-11-09 08:13:15.000000,2017-11-21 00:41:00.625503,2017-11-21 00:41:00.625503
5629,49,2293,You sort of start thinking anything’s possible if you’ve got enough nerve.,2017-11-04 00:14:46.000000,2017-11-21 00:41:00.630024,2017-11-21 00:41:00.630024
5630,46,2294,There was a fish in the percolator!,2017-09-05 23:31:54.000000,2017-11-21 00:41:00.640830,2017-11-21 00:41:00.640830
5631,14,2294,Pie. Whoever invented the pie? Here was a great person.,2017-09-04 17:35:31.000000,2017-11-21 00:41:00.645707,2017-11-21 00:41:00.645707
5632,34,2294,"It’s only half completed, I’m afraid – we haven’t even finished burying the artificial dinosaur skeletons in the crust yet.",2017-09-05 10:46:56.000000,2017-11-21 00:41:00.650357,2017-11-21 00:41:00.650357
5634,3,2294,"Nothing travels faster than the speed of light with the possible exception of bad news, which obeys its own special laws.",2017-09-10 02:54:45.000000,2017-11-21 00:41:00.659722,2017-11-21 00:41:00.659722
5635,48,2295,He was staring at the instruments with the air of one who is trying to convert Fahrenheit to centigrade in his head while his house is burning down.,2017-11-04 01:57:02.000000,2017-11-21 00:41:00.673283,2017-11-21 00:41:00.673283
5636,46,2295,There's nothing quite like urinating in the open air.,2017-11-04 02:45:48.000000,2017-11-21 00:41:00.677739,2017-11-21 00:41:00.677739
5637,15,2296,Glamazon!,2017-09-03 14:44:21.000000,2017-11-21 00:41:00.689595,2017-11-21 00:41:00.689595
5638,19,2297,Get Out Your Library Cards,2017-11-06 11:36:52.000000,2017-11-21 00:41:00.699169,2017-11-21 00:41:00.699169
5639,26,2297,"Of course it is happening inside your head, Harry, but why on earth should that mean that it is not real?",2017-11-10 22:47:39.000000,2017-11-21 00:41:00.703739,2017-11-21 00:41:00.703739
5640,38,2297,Hello Hello Hello!,2017-11-04 16:52:10.000000,2017-11-21 00:41:00.708343,2017-11-21 00:41:00.708343
5641,35,2297,"You think you've got problems? What are you supposed to do if you are a manically depressed robot? No, don't try to answer that. I'm fifty thousand times more intelligent than you and even I don't know the answer. It gives me a headache just trying to think down to your level.",2017-11-10 20:29:42.000000,2017-11-21 00:41:00.712525,2017-11-21 00:41:00.712525
5642,38,2297,Life Is About Using The Whole Box Of Crayons,2017-11-07 00:14:09.000000,2017-11-21 00:41:00.716708,2017-11-21 00:41:00.716708
5643,31,2298,"I've just had an unhappy love affair, so I don't see why anybody else should have a good time.",2017-10-29 14:47:03.000000,2017-11-21 00:41:00.726925,2017-11-21 00:41:00.726925
5644,16,2299,"On the planet Earth, man had always assumed that he was more intelligent than dolphins because he had achieved so much—the wheel, New York, wars and so on—whilst all the dolphins had ever done was muck about in the water having a good time. But conversely, the dolphins had always believed that they were far more intelligent than man—for precisely the same reasons.",2017-11-02 17:14:24.000000,2017-11-21 00:41:00.738289,2017-11-21 00:41:00.738289
5645,37,2299,"You're a wizard, Harry.",2017-11-05 20:33:19.000000,2017-11-21 00:41:00.742715,2017-11-21 00:41:00.742715
5646,47,2299,Lip-Sync for Your Life,2017-11-02 11:51:03.000000,2017-11-21 00:41:00.747144,2017-11-21 00:41:00.747144
5647,23,2299,"Shante, Shante, Shante",2017-11-03 05:16:33.000000,2017-11-21 00:41:00.752079,2017-11-21 00:41:00.752079
5648,27,2299,Just because you have the emotional range of a teaspoon doesn’t mean we all have.,2017-11-02 07:23:37.000000,2017-11-21 00:41:00.756958,2017-11-21 00:41:00.756958
5649,5,2300,"Harry, is that bag smiling?",2017-10-10 18:39:46.000000,2017-11-21 00:41:00.767476,2017-11-21 00:41:00.767476
5650,34,2301,Life? Don't talk to me about life.,2017-11-14 21:27:54.000000,2017-11-21 00:41:00.779285,2017-11-21 00:41:00.779285
5651,29,2302,Life? Don't talk to me about life.,2017-09-06 14:19:05.000000,2017-11-21 00:41:00.792669,2017-11-21 00:41:00.792669
5652,31,2303,They’ve got as much sex appeal as a road accident.,2017-10-06 21:26:44.000000,2017-11-21 00:41:00.805750,2017-11-21 00:41:00.805750
5653,26,2305,"You're a wizard, Harry.",2017-09-08 14:32:49.000000,2017-11-21 00:41:00.824989,2017-11-21 00:41:00.824989
5654,50,2305,"It takes a great deal of bravery to stand up to our enemies, but just as much to stand up to our friends.",2017-09-10 05:09:14.000000,2017-11-21 00:41:00.828728,2017-11-21 00:41:00.828728
5655,39,2305,Let the music play,2017-09-06 14:49:40.000000,2017-11-21 00:41:00.832782,2017-11-21 00:41:00.832782
5656,9,2305,After all this time? Always.,2017-09-08 17:59:24.000000,2017-11-21 00:41:00.838166,2017-11-21 00:41:00.838166
5657,21,2306,Pie. Whoever invented the pie? Here was a great person.,2017-09-19 01:17:34.000000,2017-11-21 00:41:00.852371,2017-11-21 00:41:00.852371
5658,18,2306,There's nothing quite like urinating in the open air.,2017-09-12 07:05:57.000000,2017-11-21 00:41:00.856897,2017-11-21 00:41:00.856897
5659,19,2306,Get Out Your Library Cards,2017-09-18 15:59:18.000000,2017-11-21 00:41:00.861094,2017-11-21 00:41:00.861094
5660,21,2306,Do you want to know what the ultimate secret is? Laura did. The secret of knowing who killed you.,2017-09-13 07:45:12.000000,2017-11-21 00:41:00.865175,2017-11-21 00:41:00.865175
5661,34,2306,"You think you've got problems? What are you supposed to do if you are a manically depressed robot? No, don't try to answer that. I'm fifty thousand times more intelligent than you and even I don't know the answer. It gives me a headache just trying to think down to your level.",2017-09-15 03:39:38.000000,2017-11-21 00:41:00.870740,2017-11-21 00:41:00.870740
5662,3,2307,"I wish you'd just tell me rather trying to engage my enthusiasm, because I haven't got one.",2017-09-09 23:47:15.000000,2017-11-21 00:41:00.882142,2017-11-21 00:41:00.882142
5663,44,2307,"You're a wizard, Harry.",2017-09-10 21:19:32.000000,2017-11-21 00:41:00.888356,2017-11-21 00:41:00.888356
5664,46,2308,MAY A SMILE BE YOUR UMBRELLA. WE'VE ALL HAD OUR SOCKS TOSSED AROUND.,2017-10-24 20:28:32.000000,2017-11-21 00:41:00.898373,2017-11-21 00:41:00.898373
5665,27,2308,Happiness can be found even in the darkest of times if only one remembers to turn on the light.,2017-10-19 14:35:10.000000,2017-11-21 00:41:00.903236,2017-11-21 00:41:00.903236
5666,45,2308,Life Is About Using The Whole Box Of Crayons,2017-10-19 05:04:05.000000,2017-11-21 00:41:00.908254,2017-11-21 00:41:00.908254
5667,46,2309,J'ai une âme solitaire.,2017-10-10 18:02:51.000000,2017-11-21 00:41:00.918803,2017-11-21 00:41:00.918803
5668,32,2310,Bring Back My Girls,2017-10-27 03:58:34.000000,2017-11-21 00:41:00.929285,2017-11-21 00:41:00.929285
5669,23,2310,Extravaganza Eleganza,2017-10-29 02:16:49.000000,2017-11-21 00:41:00.934448,2017-11-21 00:41:00.934448
5670,38,2312,Lip-Sync for Your Life,2017-10-27 12:22:11.000000,2017-11-21 00:41:00.951828,2017-11-21 00:41:00.951828
5671,25,2313,Dark and difficult times lie ahead. Soon we must all face the choice between what is right and what is easy.,2017-09-06 13:44:58.000000,2017-11-21 00:41:00.962206,2017-11-21 00:41:00.962206
